ORIGEN,280724,CH0001,CH0004,CH0006,CH0008,CH0009,CH0011,CH0012,CH0013,CH0017,CH0018,CH0019,CH0020,CH0023,CH0024,CH0025,CH0026,CH0027,CH0028,CH0029,CH0030,CH0031,CH0032,CH0034,CH0037,CH0038,CH0039,CH0041,CH0042,CH0043,CH0044,CH0045,CH0046,CH0047,CH0049,CH0050,CH0051,CH0052,CH0053,CH0054,CH0057,CH0059,CH0060,CH0061,CH0062,CH0063,CH0064,CH0065,CH0067,CH0068,CH0069,CH0070,CH0071,CH0072,CH0075,CH0076,CH0077,CH0079,CH0080,CH0081,CH0083,CH0084,CH0086,CH0087,CH0088,CH0089,CH0091,CH0092,CH0093,CH0094,CH0095,CH0096,CH0097,CH0098,CH0099,CH0100,CH0101,CH0102,CH0103,CH0104,CH0105,CH0106,CH0107,CH0109,CH0110,CH2669,,,,,CH0108
0640101,90.685,92.216,114.889,79.812,79.235,84.272,85.317,77.544,76.646,78.948,79.057,79.612,74.715,85.513,80.739,73.394,77.605,125.527,79.441,79.728,88.352,80.114,108.568,80.464,82.194,101.115,76.794,74.63,80.81,77.337,93.518,154.516,72.884,115.154,75.106,76.613,80.362,107.939,85.234,88.083,77.5,79.388,97.718,76.077,76.043,93.188,78.263,81.933,79.076,78.602,76.387,77.859,77.821,76.409,97.163,78.52,83.941,75.988,101.638,90.724,74.954,103.528,111.204,101.227,110.724,71.191,94.784,84.253,71.626,90.38,107.433,84.229,61.043,110.067,125.723,104.919,89.302,93.101,78.656,84.008,105.179,71.911,108.405,85.022,78.046,104.364,76.531,76.227,75.162,83.62,118.443
0640201,88.96,90.491,113.163,78.086,77.51,82.546,83.591,75.818,74.92,77.223,77.332,77.886,72.989,83.788,79.013,71.668,75.879,123.802,77.715,78.002,86.626,78.388,106.843,78.738,80.468,99.389,75.068,72.905,79.085,75.612,91.793,152.79,71.159,113.428,73.381,74.888,78.637,106.213,83.508,86.357,75.774,77.662,95.992,74.352,74.318,91.462,76.538,80.208,77.351,76.877,74.661,76.133,76.096,74.683,95.438,76.794,82.215,74.263,99.912,88.999,73.229,101.802,109.479,99.501,108.998,69.466,93.059,82.527,69.901,88.654,105.708,82.504,59.317,108.342,123.997,103.194,87.577,91.376,76.931,82.283,103.453,70.185,106.68,83.296,76.321,102.638,74.806,74.502,73.436,81.894,116.717
0640401,86.581,88.112,110.785,75.708,75.131,80.168,81.213,73.44,72.542,74.844,74.953,75.508,70.611,81.409,76.635,69.29,73.501,121.423,75.337,75.623,84.248,76.01,104.464,76.36,78.09,97.011,72.69,70.526,76.706,73.233,89.414,150.412,68.78,111.05,71.002,72.509,76.258,103.834,81.13,83.979,73.395,75.283,93.614,71.973,71.939,89.084,74.159,77.829,74.972,74.498,72.283,73.755,73.717,72.305,93.059,74.416,79.837,71.884,97.534,86.62,70.85,99.424,107.1,97.123,106.62,67.087,90.68,80.149,67.522,86.276,103.329,80.125,56.939,105.963,121.619,100.815,85.198,88.997,74.552,79.904,101.075,67.807,104.301,80.918,73.942,100.26,72.427,72.123,71.058,79.516,114.339
0640501,87.156,88.688,111.36,76.283,75.706,80.743,81.788,74.015,73.117,75.419,75.529,76.083,71.186,81.985,77.21,69.865,74.076,121.998,75.912,76.199,84.823,76.585,105.039,76.935,78.665,97.586,73.265,71.101,77.282,73.808,89.989,150.987,69.356,111.625,71.578,73.085,76.833,104.41,81.705,84.554,73.971,75.859,94.189,72.548,72.514,89.659,74.735,78.405,75.547,75.074,72.858,74.33,74.293,72.88,93.634,74.991,80.412,72.459,98.109,87.196,71.425,99.999,107.676,97.698,107.195,67.662,91.256,80.724,68.097,86.851,103.904,80.7,57.514,106.538,122.194,101.391,85.774,89.572,75.127,80.479,101.65,68.382,104.877,81.493,74.518,100.835,73.003,72.698,71.633,80.091,114.914
0660101,29.983,37.068,22.431,41.899,37.764,42.927,39.863,41.811,41.289,40.505,40.328,40.402,45.542,29.98,37.625,56.059,38.509,73.851,81.19,39.837,32.256,36.301,17.096,38.428,37.832,26.544,51.052,45.457,49.797,69.387,65.774,53.791,55.55,22.696,46.516,43.724,38.327,19.883,39.78,36.46,48.698,39.497,20.238,43.867,43.691,29.958,37.776,36.998,40.533,41.112,43.497,43.082,41.234,59.074,19.215,42.92,35.792,50.559,20.269,33.583,42.972,18.523,14.749,49.551,40.263,46.337,35.938,43.376,46.172,31.093,16.487,43.552,57.274,9.873,33.563,47.861,37.679,34.088,71.455,56.264,21.784,62.298,17.395,63.444,43.72,19.515,51.102,43.338,51.037,55.875,19.896
0670101,55.997,57.528,92.56,57.483,50.979,49.584,50.628,55.216,54.318,56.62,56.729,51.168,52.387,63.185,58.411,35.16,55.277,49.175,41.775,57.399,54.076,57.786,73.88,58.135,59.866,66.427,42.632,42.526,58.482,39.671,71.19,119.827,36.148,92.826,41.996,54.285,58.034,73.25,50.546,65.755,44.923,57.059,71.347,53.749,53.715,58.5,55.935,59.605,56.748,56.274,54.059,55.531,55.493,34.4,74.835,56.192,49.253,41.3,66.949,56.036,52.626,68.84,76.516,45.417,76.035,48.863,60.096,49.564,49.298,55.691,85.105,61.901,38.715,87.739,103.395,82.591,66.974,58.413,40.99,61.68,70.491,34.245,73.717,62.694,55.718,69.675,41.843,53.899,52.833,61.291,83.755
0680101,48.037,35.214,79.522,49.343,42.829,35.274,42.478,51.35,50.452,46.1,46.209,43.018,44.309,49.929,54.863,48.639,43.574,11.492,15.357,45.843,46.116,44.403,49.937,54.766,55.07,48.905,43.632,45.215,65.137,4.273,83.635,94.958,48.13,79.788,45.293,46.437,54.664,55.482,42.396,57.884,41.278,46.279,56.752,49.884,49.85,46.015,43.916,54.236,43.149,45.818,46.643,45.695,45.971,51.654,56.445,44.093,41.292,43.139,47.813,38.488,48.673,46.511,53.084,16.591,51.166,51.198,43.337,35.723,47.275,47.731,72.067,66.155,58.367,66.131,90.357,75.485,59.104,33.595,5.622,74.125,46.548,8.08,49.902,81.305,58.214,55.129,43.682,48.378,57.389,73.737,59.819
0680201,52.704,39.881,84.19,54.011,47.496,39.941,47.146,56.017,55.119,50.767,50.877,47.685,48.976,54.596,59.53,53.307,48.241,8.423,11.246,50.51,50.783,49.07,54.604,59.433,59.737,53.572,48.299,49.882,69.804,1.078,88.302,64.319,52.797,84.455,49.96,51.104,59.332,60.149,47.063,62.551,45.945,50.946,61.419,54.551,54.517,50.682,48.583,58.903,47.816,50.485,53.232,50.362,50.638,56.321,61.112,48.761,45.959,47.806,52.481,43.155,53.341,51.178,57.751,21.258,55.833,55.865,48.004,40.39,51.942,52.398,76.734,70.823,63.034,70.798,95.024,80.152,63.771,38.262,1.512,78.792,51.215,9.662,54.569,85.973,62.881,59.797,48.349,53.045,62.056,78.404,64.486
0680301,56.925,44.102,88.411,58.232,51.717,44.162,51.367,60.238,59.34,54.988,55.098,51.906,53.197,58.817,63.751,57.528,52.462,13.121,15.958,54.731,55.004,53.291,58.825,63.654,63.958,57.794,52.52,54.103,74.025,8.657,92.523,103.846,57.018,88.676,54.181,55.325,63.553,64.37,51.284,66.773,50.166,55.167,65.64,58.772,58.738,54.903,52.804,63.124,52.037,54.706,57.453,54.583,54.859,60.542,65.333,52.982,50.18,52.027,56.702,47.377,57.562,55.4,61.973,25.479,60.054,60.086,52.225,44.611,56.163,56.619,80.955,75.044,67.255,75.019,99.245,84.373,67.992,42.483,4.148,83.013,55.436,20.78,58.79,90.194,67.102,64.018,52.57,57.266,66.277,82.625,68.707
0680601,49.385,36.562,80.87,50.691,44.177,36.622,43.826,52.698,51.8,47.448,47.557,44.365,45.657,51.277,56.211,49.987,44.922,7.681,16.442,47.191,47.464,45.751,51.285,56.114,56.417,50.253,44.98,46.563,66.485,4.64,84.983,63.577,49.478,81.136,46.641,47.785,56.012,56.829,43.743,59.232,42.626,47.627,58.1,51.231,51.197,47.363,45.264,55.584,44.497,47.166,49.913,47.043,47.319,53.002,57.793,45.441,42.64,44.487,49.161,39.836,50.021,47.859,54.432,17.939,52.514,52.546,44.685,37.07,48.623,49.079,73.415,67.503,59.715,67.479,91.705,76.833,60.452,34.942,6.708,75.473,47.895,9.644,51.25,82.653,59.562,56.477,45.03,49.726,58.737,75.085,61.167
0680701,55.707,42.885,87.193,57.014,50.5,42.944,50.149,59.021,58.123,53.771,53.88,50.688,51.98,57.6,62.534,56.31,51.244,11.427,8.48,53.514,53.786,52.073,57.608,62.437,62.74,56.576,51.303,52.886,72.808,4.081,91.306,67.322,55.801,87.458,52.963,54.108,62.335,63.152,50.066,65.555,48.949,53.95,64.422,57.554,57.52,53.685,51.587,61.906,50.819,53.489,56.236,53.365,53.641,48.963,64.115,51.764,48.963,50.81,55.484,46.159,56.344,54.182,60.755,24.261,58.837,58.869,51.008,43.393,54.945,55.402,79.738,73.826,66.037,73.801,98.027,83.156,66.774,41.265,5.4,81.796,54.218,12.379,57.572,88.976,65.885,62.8,51.353,56.049,65.06,81.407,67.489
0680703,57.777,44.954,89.263,59.084,52.569,45.014,52.219,61.091,60.193,55.84,55.95,52.758,54.049,59.669,64.604,46.664,53.314,13.496,9.01,55.583,55.856,54.143,59.677,64.506,64.81,58.646,53.372,54.955,74.877,6.151,93.376,69.392,57.87,89.528,55.033,56.177,64.405,65.222,52.136,67.625,51.018,56.019,66.492,59.624,59.59,55.755,53.657,63.976,52.889,55.558,58.305,55.435,55.711,45.904,66.185,53.834,51.033,52.879,57.554,48.229,58.414,56.252,62.825,26.331,60.906,60.938,53.077,45.463,57.015,57.471,81.807,75.896,68.107,75.871,100.097,85.225,68.844,43.335,7.629,83.865,56.288,11.081,59.642,91.046,67.954,64.87,53.423,58.118,67.129,83.477,69.559
0680705,55.863,43.04,87.349,57.17,50.655,43.1,50.305,59.177,58.279,53.926,54.036,50.844,52.136,57.755,62.69,56.466,51.4,11.582,10.216,53.669,53.942,52.229,57.763,62.592,62.896,56.732,51.459,53.041,72.964,4.237,91.462,67.478,55.956,87.614,53.119,54.263,62.491,63.308,50.222,65.711,49.104,54.105,64.578,57.71,57.676,53.841,51.743,62.062,50.975,53.644,56.391,53.521,53.797,50.699,64.271,51.92,49.119,50.965,55.64,46.315,56.5,54.338,60.911,24.417,58.993,59.024,51.163,43.549,55.101,55.557,79.893,73.982,66.193,73.957,98.183,83.311,66.93,41.421,5.556,81.951,54.374,12.821,57.728,89.132,66.04,62.956,51.509,56.204,65.215,81.563,67.645
0680801,45.567,32.744,77.052,46.873,40.359,32.804,40.008,48.88,47.982,43.63,43.739,40.547,41.839,47.459,52.393,46.169,41.104,12.415,18.189,43.373,43.646,41.933,47.467,52.296,52.599,46.435,41.162,42.745,62.667,7.105,81.165,92.488,45.66,77.318,42.823,43.967,52.194,53.012,39.925,55.414,38.808,43.809,54.282,47.414,47.38,43.545,41.446,51.766,40.679,43.348,46.095,43.225,43.501,49.184,53.975,41.623,38.822,40.669,45.343,36.018,46.203,44.041,50.614,14.121,48.696,48.728,40.867,33.252,44.805,45.261,69.597,63.685,55.897,63.661,87.887,73.015,56.634,31.124,8.455,71.655,44.077,5.826,47.432,78.835,55.744,52.659,41.212,45.908,54.919,71.267,57.349
0690101,106.728,108.26,130.932,95.855,101.711,100.315,101.36,93.587,92.689,94.991,95.101,101.899,90.758,101.557,96.782,89.437,93.648,141.57,95.484,95.771,104.395,96.157,124.611,96.507,98.237,117.158,92.837,90.673,96.854,93.38,109.561,170.559,88.928,131.197,91.15,92.657,96.405,123.982,101.277,104.126,93.543,95.431,113.761,92.12,92.086,109.231,94.307,97.977,95.119,94.646,92.43,93.902,93.865,92.452,113.207,94.563,99.984,92.032,117.681,106.768,90.997,119.571,127.248,117.27,126.767,87.234,110.828,100.296,87.669,106.423,123.476,100.272,77.086,126.11,141.766,120.963,105.346,109.144,94.699,100.051,121.222,87.954,124.449,101.065,94.09,120.407,92.575,92.27,91.205,99.663,134.486
0700101,98.442,99.973,122.646,87.569,86.992,92.029,93.074,85.301,84.403,86.705,86.814,87.369,82.472,93.27,88.496,81.151,85.362,133.284,87.198,87.484,96.109,87.871,116.325,88.22,89.951,108.872,84.551,82.387,88.567,85.094,101.275,162.273,80.641,122.911,82.863,84.37,88.119,115.695,92.991,95.84,85.256,87.144,105.475,83.834,83.8,100.945,86.02,89.69,86.833,86.359,84.144,85.616,85.578,84.166,104.92,86.277,91.698,83.745,109.395,98.481,82.711,111.285,118.961,108.984,118.481,78.948,102.541,92.01,79.383,98.137,115.19,91.986,68.8,117.824,133.48,112.676,97.059,100.858,86.413,91.765,112.936,79.668,116.162,92.779,85.803,112.12,84.288,83.984,82.919,91.377,126.2
0700201,95.356,96.888,119.56,84.483,83.906,88.943,89.988,82.215,81.317,83.619,83.729,84.283,79.386,90.185,85.41,78.065,82.276,130.198,84.112,84.399,93.023,84.785,113.239,85.135,86.865,105.786,81.465,79.301,85.482,82.008,98.189,159.187,77.556,119.825,79.778,81.285,85.033,112.61,89.905,92.754,82.171,84.059,102.389,80.748,80.714,97.859,82.935,86.605,83.747,83.274,81.058,82.53,82.493,81.08,101.834,83.191,88.612,80.659,106.309,95.396,79.625,108.199,115.876,105.898,115.395,75.862,99.456,88.924,76.297,95.051,112.104,88.9,65.714,114.738,130.394,109.591,93.974,97.772,83.327,88.679,109.85,76.582,113.077,89.693,82.718,109.035,81.203,80.898,79.833,88.291,123.114
0710101,103.566,105.097,127.769,92.692,92.116,97.153,98.197,90.424,89.526,91.829,91.938,92.493,87.596,98.394,93.619,86.275,90.485,138.408,92.322,92.608,101.233,92.995,121.449,93.344,95.075,113.995,89.675,87.511,93.691,90.218,106.399,167.396,85.765,128.034,87.987,89.494,93.243,120.819,98.114,100.963,90.38,92.268,110.598,88.958,88.924,106.068,91.144,94.814,91.957,91.483,89.267,90.74,90.702,89.289,110.044,91.401,96.821,88.869,114.518,103.605,87.835,116.408,124.085,114.107,123.604,84.072,107.665,97.133,84.507,103.26,120.314,97.11,73.923,122.948,138.604,117.8,102.183,105.982,91.537,96.889,118.059,84.792,121.286,97.903,90.927,117.244,89.412,89.108,88.042,96.5,131.324
0720101,36.243,23.42,67.728,37.549,31.035,23.48,30.684,39.556,38.658,34.306,34.415,31.224,32.515,38.135,43.069,36.845,31.78,29.047,36.385,34.049,34.322,32.609,38.143,42.972,43.276,37.111,31.838,33.421,53.343,24.583,71.841,83.164,36.336,67.994,33.499,34.643,42.87,43.688,30.601,46.09,29.484,34.485,44.958,38.09,38.056,34.221,32.122,42.442,31.355,34.024,36.771,33.901,34.177,39.86,44.651,32.299,29.498,31.345,36.019,26.694,36.879,34.717,41.29,4.717,39.372,39.404,31.543,23.929,35.481,35.937,60.273,54.361,46.573,54.337,78.563,63.691,47.31,21.801,26.651,62.331,34.754,17.494,38.108,69.511,46.42,43.335,31.888,36.584,45.595,61.943,48.025
0720201,37.648,24.825,69.134,38.955,32.44,24.885,32.09,40.962,40.064,35.711,35.821,32.629,33.921,39.54,44.475,38.251,33.185,23.016,30.354,35.454,35.727,34.014,39.548,44.377,44.681,38.517,33.244,34.827,54.749,18.552,73.247,84.57,37.741,69.399,34.904,36.049,44.276,45.093,32.007,47.496,30.889,35.891,46.363,39.495,39.461,35.626,33.528,43.847,32.76,35.43,38.177,35.306,35.582,41.266,46.056,33.705,30.904,32.751,37.425,28.1,38.285,36.123,42.696,6.202,40.778,40.809,32.948,25.334,36.886,37.343,61.678,55.767,47.978,55.742,79.968,65.097,48.715,23.206,20.62,63.737,36.159,11.463,39.513,70.917,47.825,44.741,33.294,37.989,47.0,63.348,49.43
0720301,38.813,25.991,70.299,40.12,33.606,26.05,33.255,42.127,41.229,36.877,36.986,33.794,35.086,40.706,45.64,39.416,34.35,27.309,34.648,36.62,36.892,35.179,40.714,45.543,45.846,39.682,34.409,35.992,55.914,22.845,74.412,85.735,38.907,70.564,36.069,37.214,45.441,46.258,33.172,48.661,32.055,37.056,47.528,40.66,40.626,36.791,34.693,45.012,33.925,36.595,39.342,36.472,36.747,42.431,47.221,34.87,32.069,33.916,38.59,29.265,39.45,37.288,43.861,7.288,41.943,41.975,34.114,26.499,38.051,38.508,62.844,56.932,49.144,56.907,81.133,66.262,49.881,24.371,24.913,64.902,37.324,15.756,40.678,72.082,48.991,45.906,34.459,39.155,48.166,64.513,50.595
0720401,57.593,59.124,87.499,52.422,52.575,51.179,52.224,50.154,49.257,51.559,51.668,52.763,45.578,58.124,53.35,36.756,48.468,48.029,40.629,52.338,55.672,54.149,75.476,53.074,54.805,68.022,44.228,44.121,57.742,38.526,76.24,121.423,37.744,87.765,43.592,49.224,52.973,74.846,52.141,60.856,46.519,51.998,72.943,48.688,48.654,60.095,49.127,54.544,52.895,51.213,48.998,49.431,50.432,35.996,66.835,49.383,50.848,42.896,68.545,57.632,47.565,70.435,78.112,10.343,77.631,43.802,61.692,51.16,46.158,57.287,80.044,58.76,50.971,79.739,98.334,78.98,62.075,60.009,39.845,66.73,72.086,33.099,75.313,73.91,50.819,71.271,43.439,48.838,49.994,66.342,85.35
0720501,37.27,24.447,68.756,38.577,32.062,24.507,31.712,40.584,39.686,35.333,35.443,32.251,33.543,39.162,44.097,37.873,32.807,30.074,37.413,35.076,35.349,33.636,39.17,43.999,44.303,38.139,32.866,34.449,54.371,25.611,72.869,84.192,37.363,69.021,34.526,35.671,43.898,44.715,31.629,47.118,30.511,35.513,45.985,39.117,39.083,35.248,33.15,43.469,32.382,35.052,37.799,34.928,35.204,40.888,45.678,33.327,30.526,32.373,37.047,27.722,37.907,35.745,42.318,5.745,40.4,40.431,32.57,24.956,36.508,36.965,61.3,55.389,47.6,55.364,79.59,64.719,48.337,22.828,27.679,63.359,35.781,18.521,39.135,70.539,47.447,44.363,32.916,37.611,46.622,62.97,49.052
0730101,25.006,28.252,27.689,34.705,30.56,34.453,30.21,34.617,34.095,33.311,33.134,30.749,38.348,22.786,30.431,47.585,31.305,65.035,72.374,32.643,26.405,29.486,12.164,31.235,30.638,19.35,42.578,38.263,44.216,60.571,60.193,62.853,47.076,27.955,39.322,36.53,31.133,14.963,30.127,29.266,40.224,32.303,15.317,36.673,36.498,22.754,30.572,29.804,30.88,33.918,36.303,35.889,34.04,50.6,13.03,36.187,29.058,42.085,13.065,24.767,35.778,11.319,4.809,40.735,28.236,39.144,27.122,34.902,38.979,23.889,21.342,39.876,50.08,9.289,38.524,42.279,30.486,25.272,62.639,50.683,14.58,53.482,10.19,57.863,36.526,14.594,42.628,36.144,43.843,50.294,27.851
0750101,35.534,53.358,40.265,28.802,30.852,43.805,31.64,28.714,28.193,27.094,26.785,31.228,32.451,30.273,25.413,39.035,29.873,91.168,89.853,26.546,33.832,29.083,51.26,25.138,26.952,39.121,36.19,32.366,22.39,86.704,20.875,95.643,38.526,50.101,33.425,29.862,25.036,43.532,31.557,22.829,37.373,26.206,41.299,29.405,29.31,38.368,30.694,27.584,30.693,27.821,30.416,28.482,28.137,42.05,36.884,31.995,37.412,41.629,43.836,48.003,29.882,45.726,48.089,66.868,62.549,33.256,48.745,43.786,33.091,35.736,42.38,17.152,41.698,46.514,60.67,14.05,27.213,54.243,88.772,12.454,47.377,79.615,49.622,16.894,30.624,42.138,42.173,30.256,33.032,14.856,60.641
0750102,36.157,53.982,38.754,29.425,31.475,44.428,32.263,29.338,28.816,27.717,27.408,31.851,33.074,30.896,26.036,39.658,30.496,91.791,90.476,27.169,34.455,29.706,51.883,25.761,27.575,39.744,36.813,32.989,23.013,87.327,20.732,96.266,39.149,50.724,34.048,30.485,25.659,44.155,32.18,23.452,37.996,26.829,41.922,30.028,29.933,38.991,31.317,28.207,31.316,28.444,31.039,29.105,28.76,42.673,37.507,32.618,38.035,42.253,44.459,48.627,30.505,46.349,48.712,67.491,63.172,33.879,49.368,44.409,33.714,36.359,43.003,17.775,42.321,47.137,61.293,12.539,27.836,54.866,89.396,12.31,48.0,80.238,50.245,16.75,31.247,42.761,42.796,30.879,33.655,14.712,61.264
0750901,36.941,54.765,40.331,30.209,32.259,45.212,33.047,32.478,29.6,28.501,28.192,32.635,33.858,31.68,26.82,40.442,31.28,92.575,91.26,27.953,35.284,30.49,52.667,26.545,28.359,40.528,37.597,33.773,16.889,88.111,19.969,97.05,39.933,51.508,34.832,31.269,26.443,44.939,32.964,24.236,38.78,27.613,42.706,30.812,30.717,39.775,32.101,28.991,32.1,29.228,31.823,29.889,29.544,43.457,38.29,33.401,38.778,43.036,45.243,49.41,31.288,47.133,49.496,68.275,63.956,34.663,50.152,45.193,34.498,37.143,43.787,17.068,40.147,47.921,62.077,14.116,28.62,55.65,90.179,11.547,48.784,81.022,51.029,15.987,31.229,43.545,43.58,31.663,34.17,13.949,62.048
0760101,95.532,97.063,119.736,84.659,84.082,89.119,90.164,82.391,81.493,83.795,83.904,84.459,79.562,90.36,85.586,78.241,82.452,58.854,49.256,84.574,93.199,84.961,113.415,85.31,87.041,105.962,81.641,79.477,85.657,51.509,98.365,159.363,77.731,120.001,79.953,81.46,85.209,112.785,90.081,92.93,82.346,84.234,102.565,80.924,80.89,98.035,83.11,86.78,83.923,83.449,81.234,82.706,82.668,81.256,102.01,83.367,88.788,80.835,106.485,95.571,79.801,108.375,116.051,64.397,115.571,76.038,99.631,89.1,76.473,95.227,112.28,89.076,65.89,114.914,130.57,109.766,94.149,97.948,52.987,88.855,110.026,52.927,113.252,89.869,82.893,109.21,81.378,81.074,80.009,88.467,123.29
0780101,101.594,103.126,125.798,90.721,90.144,95.181,96.226,88.453,87.555,89.857,89.967,90.521,85.624,96.423,91.648,84.303,88.514,136.436,90.35,90.637,99.261,91.023,119.478,91.373,93.103,112.024,87.703,85.539,91.72,88.247,104.427,165.425,83.794,126.063,86.016,87.523,91.271,118.848,96.143,98.992,88.409,90.297,108.627,86.986,86.952,104.097,89.173,92.843,89.985,89.512,87.296,88.768,88.731,87.318,108.073,89.429,94.85,86.898,112.547,101.634,85.863,114.437,122.114,112.136,121.633,82.1,105.694,95.162,82.535,101.289,118.342,95.138,71.952,120.976,136.632,115.829,100.212,104.011,89.566,94.917,116.088,82.82,119.315,95.931,88.956,115.273,87.441,87.136,86.071,94.529,129.352
0820101,57.364,48.609,87.271,52.194,52.346,50.951,51.996,49.926,49.028,51.33,51.439,52.535,45.35,57.895,53.121,36.527,48.24,33.744,26.344,52.11,55.443,53.92,63.332,52.846,54.576,67.794,43.999,43.893,57.514,24.241,76.012,108.354,37.515,87.536,43.363,48.996,52.744,68.877,51.913,60.627,46.29,51.77,72.714,48.459,48.425,59.867,48.898,54.315,52.666,50.985,48.769,49.202,50.203,35.767,66.607,49.155,50.62,42.667,61.209,57.403,47.336,59.907,66.48,29.986,64.562,43.573,56.732,50.932,45.929,57.059,79.815,58.532,50.742,79.51,98.105,78.751,61.846,46.99,25.559,66.502,59.943,18.814,63.297,73.682,50.59,71.042,43.21,48.609,49.765,66.113,73.214
0820201,59.117,44.274,88.583,53.947,51.889,44.334,51.539,51.679,50.781,53.084,53.193,52.078,47.103,59.649,54.874,38.28,49.993,23.179,17.937,53.863,57.197,53.463,58.997,54.599,56.329,57.966,45.752,45.646,59.267,15.834,77.765,104.018,39.269,88.848,45.117,50.749,54.498,64.542,51.456,62.38,48.044,53.523,65.812,50.213,50.179,55.075,50.652,56.069,52.209,52.738,50.522,50.293,51.957,37.521,65.505,50.908,52.373,44.421,56.874,47.549,49.09,55.572,62.145,25.651,60.227,45.327,52.397,44.783,47.683,58.812,81.127,60.285,52.495,75.191,99.417,80.505,63.6,42.655,17.153,68.255,55.608,12.113,58.962,75.435,52.344,64.19,44.964,50.363,51.519,67.867,68.879
0830101,51.143,60.707,71.074,37.829,42.944,52.762,43.106,36.838,38.529,40.155,40.264,43.321,42.787,46.602,41.824,41.884,41.966,94.017,92.702,39.898,49.441,42.359,72.75,41.548,43.277,61.104,45.284,42.702,28.42,89.553,10.063,117.626,41.375,71.339,42.764,40.198,41.447,64.77,43.023,42.829,45.157,40.48,61.299,38.323,38.228,54.206,41.283,43.422,42.785,40.322,42.023,40.575,38.726,44.899,56.884,44.087,52.431,44.479,65.819,59.215,40.218,67.709,69.327,69.717,79.214,40.36,63.275,52.743,40.448,51.344,63.618,31.838,31.887,67.752,81.908,52.529,46.544,61.592,91.622,19.149,69.36,82.464,69.755,13.912,35.588,62.138,45.022,45.397,36.581,18.804,82.624
0830201,47.75,63.484,68.422,34.437,39.552,55.539,39.714,33.445,35.136,36.762,36.871,39.929,39.395,43.21,38.431,44.661,38.573,96.794,95.479,36.505,46.048,38.966,63.089,38.156,39.885,51.444,42.549,39.31,25.699,92.331,6.546,107.966,44.152,68.687,40.369,36.806,38.054,62.118,39.631,38.316,43.732,37.087,58.647,34.93,34.836,54.306,37.891,39.906,39.393,36.93,38.631,37.182,35.334,47.676,54.232,40.695,49.588,47.256,56.159,61.992,36.825,58.049,66.675,72.494,74.872,40.203,54.635,55.52,40.038,47.952,60.966,29.118,34.664,65.1,79.256,49.877,39.536,64.369,94.399,15.756,59.7,85.241,60.108,10.453,32.196,59.486,47.799,38.876,35.137,15.411,72.964
0840101,29.115,46.939,43.417,22.383,24.433,37.386,25.221,22.295,21.774,20.675,20.366,24.809,26.032,23.854,18.994,32.616,23.454,84.749,83.434,20.127,27.413,22.664,44.841,18.719,20.533,32.702,29.771,25.947,9.918,80.285,20.06,89.224,32.107,43.682,27.006,23.443,18.617,37.113,25.138,16.41,30.954,19.787,34.88,22.986,22.891,31.949,24.275,21.165,24.274,21.402,23.997,22.063,21.718,35.631,30.464,25.576,30.952,35.21,37.417,41.584,23.462,39.307,41.67,60.449,56.13,26.837,42.326,37.367,26.672,29.317,35.961,9.265,35.279,40.095,54.251,15.323,20.794,47.824,82.353,14.385,40.958,73.196,43.203,16.078,24.205,35.719,35.754,23.837,26.613,14.04,54.222
0840201,28.703,46.527,43.005,21.971,24.02,36.974,24.809,21.883,21.362,20.263,19.954,24.397,25.62,23.442,18.582,32.204,23.042,84.337,83.021,19.715,27.001,22.252,44.428,18.306,20.121,32.29,29.359,25.535,15.558,79.873,23.256,88.812,31.695,43.27,26.594,23.031,18.205,36.701,24.726,15.997,30.542,19.375,34.467,22.574,22.479,31.537,23.863,20.753,23.861,20.99,23.585,21.651,21.306,35.219,30.052,25.163,30.581,34.798,37.005,41.172,23.05,38.895,41.257,60.037,55.718,26.425,41.913,36.955,26.26,28.905,35.549,10.321,34.867,39.682,53.839,14.281,20.382,47.412,81.941,22.025,40.546,72.784,42.791,19.274,23.793,35.307,35.341,23.425,26.201,21.637,53.81
