ORIGEN,280724,CH0001,CH0004,CH0006,CH0008,CH0009,CH0011,CH0012,CH0013,CH0017,CH0018,CH0019,CH0020,CH0023,CH0024,CH0025,CH0026,CH0027,CH0028,CH0029,CH0030,CH0031,CH0032,CH0034,CH0037,CH0038,CH0039,CH0041,CH0042,CH0043,CH0044,CH0045,CH0046,CH0047,CH0049,CH0050,CH0051,CH0052,CH0053,CH0054,CH0057,CH0059,CH0060,CH0061,CH0062,CH0063,CH0064,CH0065,CH0067,CH0068,CH0069,CH0070,CH0071,CH0072,CH0075,CH0076,CH0077,CH0079,CH0080,CH0081,CH0083,CH0084,CH0086,CH0087,CH0088,CH0089,CH0091,CH0092,CH0093,CH0094,CH0095,CH0096,CH0097,CH0098,CH0099,CH0100,CH0101,CH0102,CH0103,CH0104,CH0105,CH0106,CH0107,CH0109,CH0110,CH2669,,,,,CH0108
1070401,77.052,78.583,101.255,66.178,65.602,70.638,71.683,63.91,63.012,65.315,65.424,65.979,61.082,71.88,67.105,59.761,63.971,72.873,65.473,66.094,74.718,66.48,94.935,66.83,68.56,87.481,63.16,60.997,67.177,63.369,79.885,140.882,59.251,101.52,61.473,62.98,66.729,94.305,71.6,74.449,63.866,65.754,84.084,62.444,62.41,79.554,64.63,68.3,65.443,64.969,62.753,64.226,64.188,62.775,83.53,64.887,70.307,62.355,88.004,77.091,61.321,89.894,97.571,87.593,97.09,57.558,81.151,70.619,57.993,76.746,93.8,70.596,47.409,96.434,112.089,91.286,75.669,79.468,64.688,70.375,91.545,57.943,94.772,71.388,64.413,90.73,62.898,62.594,61.528,69.986,104.81
1080101,56.803,58.335,81.007,45.93,45.353,50.39,51.435,43.662,42.764,45.066,45.176,45.73,40.833,51.632,46.857,39.512,43.723,91.645,51.916,45.846,54.47,46.232,74.687,46.582,48.312,67.233,42.912,40.748,46.929,49.812,59.636,120.634,39.003,81.272,41.225,42.732,46.48,74.057,51.352,54.201,43.618,45.506,63.836,42.195,42.161,59.306,44.382,48.052,45.194,44.721,42.505,43.977,43.94,42.527,63.282,44.638,50.059,42.107,67.756,56.843,41.072,69.646,77.323,67.345,76.842,37.309,60.903,50.371,37.744,56.498,73.551,50.347,27.161,76.185,91.841,71.038,55.421,59.22,51.131,50.126,71.297,44.386,74.524,51.14,44.165,70.482,42.65,42.345,41.28,49.738,84.561
1080201,58.239,59.77,82.442,47.365,46.789,51.826,52.87,45.098,44.2,46.502,46.611,47.166,42.269,53.067,48.293,40.948,45.159,93.081,62.582,47.281,55.906,47.668,76.122,48.017,49.748,68.669,44.348,42.184,48.364,88.617,61.072,122.069,40.438,82.708,42.66,44.167,47.916,75.492,52.788,55.637,45.053,46.941,65.272,43.631,43.597,60.742,45.817,49.487,46.63,46.156,43.941,45.413,45.375,43.962,64.717,46.074,51.495,43.542,69.191,58.278,42.508,71.082,78.758,68.781,78.278,38.745,62.338,51.806,39.18,57.933,74.987,51.783,28.597,77.621,93.277,72.473,56.856,60.655,90.685,51.562,72.733,55.052,75.959,52.576,45.6,71.917,44.085,43.781,42.715,51.173,85.997
1080301,54.47,56.001,78.673,43.596,43.02,48.057,49.102,41.329,40.431,42.733,42.842,43.397,38.5,49.298,44.524,37.179,41.39,89.312,58.813,43.512,52.137,43.899,72.353,44.248,45.979,64.9,40.579,38.415,44.595,84.848,57.303,118.301,36.669,78.939,38.891,40.398,44.147,71.723,49.019,51.868,41.284,43.172,61.503,39.862,39.828,56.973,42.048,45.718,42.861,42.387,40.172,41.644,41.606,40.194,60.948,42.305,47.726,39.773,65.423,54.509,38.739,67.313,74.989,65.012,74.509,34.976,58.569,48.038,35.411,54.165,71.218,48.014,24.828,73.852,89.508,68.704,53.087,56.886,86.916,47.793,68.964,51.283,72.19,48.807,41.831,68.148,40.316,40.012,38.946,47.404,82.228
1090101,58.974,56.004,85.979,77.236,71.761,64.205,71.41,77.149,76.627,75.843,75.666,71.949,73.241,65.317,72.963,77.337,72.505,44.089,63.462,75.175,62.825,73.334,47.651,73.766,73.169,57.737,72.33,73.913,83.514,51.66,101.701,25.177,76.828,86.244,73.991,79.062,73.665,61.938,71.327,71.798,69.976,74.835,63.208,79.205,79.029,57.156,72.848,72.335,72.08,74.75,78.835,74.626,76.571,80.352,65.276,73.025,67.639,71.837,54.27,51.938,78.31,48.521,55.094,68.487,33.681,79.896,54.488,64.654,75.973,57.877,78.523,85.057,87.065,72.587,96.813,91.03,73.017,53.024,53.728,92.191,48.2,81.234,48.953,99.372,79.058,61.586,72.38,78.675,86.087,91.803,45.986
1100101,45.755,63.829,29.555,43.794,45.843,54.026,46.632,43.706,43.184,42.086,41.776,46.22,47.443,41.229,38.399,54.027,44.865,97.284,104.844,41.538,44.053,44.075,60.468,40.129,38.605,49.592,51.182,47.358,37.381,92.82,53.358,106.114,53.517,30.897,48.417,44.854,40.028,52.741,46.549,32.597,54.201,41.198,54.011,44.397,44.302,52.31,45.686,37.772,45.684,42.813,45.407,43.474,43.129,57.041,46.253,46.986,47.592,56.621,54.307,58.474,44.873,58.821,57.297,72.984,73.02,48.247,52.64,54.006,48.082,45.956,36.761,37.542,56.69,55.722,41.902,16.259,35.769,64.714,94.888,43.848,61.288,85.731,58.831,41.097,45.615,55.689,57.164,45.248,48.024,43.459,71.112
1100301,44.001,62.075,42.416,42.039,44.089,52.271,44.877,41.952,41.43,40.332,40.022,44.466,45.688,39.474,36.645,52.272,43.111,95.53,103.09,39.783,42.298,42.32,58.714,38.375,36.851,47.838,49.428,45.603,35.627,91.066,51.603,104.359,51.763,43.758,46.662,43.1,38.273,50.986,44.794,30.843,52.446,39.443,52.257,42.642,42.548,50.556,43.932,36.017,43.93,41.059,43.653,41.72,41.374,55.287,44.498,45.232,45.838,54.867,52.553,56.72,43.119,57.067,55.543,71.23,71.266,46.493,50.886,52.252,46.328,44.202,49.834,35.788,54.935,53.968,43.826,14.505,34.014,62.96,93.134,42.093,59.534,83.977,57.076,39.343,43.861,53.935,55.41,43.493,46.27,41.705,69.358
1100401,51.074,69.148,33.588,49.112,51.162,59.344,51.95,49.025,48.503,47.405,47.095,51.538,52.761,46.547,43.718,59.345,50.183,102.603,110.163,46.856,49.371,49.393,65.787,45.448,43.924,54.911,56.5,52.676,42.7,98.139,58.676,111.432,58.836,34.93,53.735,50.172,45.346,58.059,51.867,37.916,59.519,46.516,59.329,49.715,49.62,57.629,51.004,43.09,51.003,48.131,50.726,48.792,48.447,62.36,51.571,52.305,52.911,61.94,59.625,63.793,50.192,64.14,62.615,78.302,78.338,53.566,57.958,59.325,53.401,51.275,40.881,42.861,62.008,61.041,39.123,21.578,41.087,70.033,100.207,49.166,66.607,91.05,64.149,46.415,50.934,61.008,62.483,50.566,53.343,48.778,76.431
1110101,62.533,76.533,61.779,49.219,54.334,68.589,54.496,48.227,49.919,51.544,51.654,54.711,54.177,57.992,49.728,57.711,53.356,109.844,108.528,51.287,60.83,53.749,75.574,49.452,54.667,63.436,57.331,54.092,40.481,105.38,29.431,119.958,57.201,63.121,55.151,51.588,49.351,67.847,54.413,54.959,58.514,51.87,73.429,49.713,49.618,62.683,52.673,51.899,54.175,51.712,53.413,51.965,50.116,60.725,61.198,55.477,64.37,60.305,68.151,75.041,51.607,70.041,72.403,85.543,86.864,54.985,69.418,68.569,54.82,62.734,66.695,43.9,54.436,70.828,84.985,35.564,51.528,77.418,107.448,30.043,74.482,98.291,73.937,22.563,46.978,66.453,60.848,53.658,49.919,29.698,84.956
1110201,63.725,77.726,62.971,50.411,55.526,69.781,55.688,49.42,51.111,52.737,52.846,55.903,55.37,59.184,50.92,58.903,54.548,116.174,109.721,52.48,62.023,54.941,76.767,50.645,55.86,64.629,58.524,55.285,41.674,106.572,29.039,121.15,58.394,64.314,56.344,52.781,50.544,69.04,55.605,48.336,59.707,53.062,74.622,50.905,50.81,63.875,53.866,53.091,55.368,52.904,54.606,53.157,51.309,61.918,70.206,56.669,65.562,61.498,69.344,76.234,52.8,71.234,73.596,86.736,88.057,56.178,70.61,69.762,56.013,63.927,67.888,45.093,54.044,72.021,86.178,36.757,52.721,78.611,108.641,31.236,75.675,99.483,75.13,23.756,48.171,67.645,62.041,54.851,51.111,30.891,86.149
1120101,100.092,101.624,124.296,89.219,88.642,93.679,94.724,86.951,86.053,88.355,88.465,89.019,84.122,94.921,90.146,82.801,87.012,54.872,45.274,89.135,97.759,89.521,117.975,89.871,91.601,110.522,86.201,84.037,90.218,47.527,102.925,163.923,82.292,124.561,84.514,86.021,89.769,117.346,94.641,97.49,86.907,88.795,107.125,85.484,85.45,102.595,87.671,91.341,88.483,88.01,85.794,87.266,87.229,85.816,106.57,87.927,93.348,85.395,111.045,100.132,84.361,112.935,120.612,60.415,120.131,80.598,104.192,93.66,81.033,99.787,116.84,93.636,70.45,119.474,135.13,114.327,98.71,102.508,49.005,93.415,114.586,48.944,117.813,94.429,87.454,113.771,85.939,85.634,84.569,93.027,127.85
1140101,90.012,91.543,114.215,79.138,78.562,83.598,84.643,76.87,75.972,78.275,78.384,78.938,74.041,84.84,80.065,72.721,76.931,124.854,78.767,79.054,87.678,79.44,107.895,79.79,81.52,100.441,76.12,73.957,80.137,76.664,92.845,153.842,72.211,114.48,74.433,75.94,79.689,107.265,84.56,87.409,76.826,78.714,97.044,75.404,75.37,92.514,77.59,81.26,78.403,77.929,75.713,77.185,77.148,75.735,96.49,77.846,83.267,75.315,100.964,90.051,74.281,102.854,110.531,100.553,110.05,70.518,94.111,83.579,70.953,89.706,106.76,83.556,60.369,109.394,125.049,104.246,88.629,92.428,77.983,83.335,104.505,71.237,107.732,84.348,77.373,103.69,75.858,75.554,74.488,82.946,117.769
1140201,91.913,93.444,116.116,81.039,80.463,85.5,86.544,78.771,77.873,80.176,80.285,80.84,75.943,86.741,81.966,74.622,78.832,126.755,80.669,80.955,89.58,81.342,109.796,81.691,83.422,102.342,78.022,75.858,82.038,78.565,94.746,155.743,74.112,116.381,76.334,77.841,81.59,109.166,86.461,89.31,78.727,80.615,98.945,77.305,77.271,94.415,79.491,83.161,80.304,79.83,77.614,79.087,79.049,77.636,98.391,79.748,85.168,77.216,102.865,91.952,76.182,104.755,112.432,102.454,111.951,72.419,96.012,85.48,72.854,91.607,108.661,85.457,62.27,111.295,126.951,106.147,90.53,94.329,79.884,85.236,106.406,73.139,109.633,86.25,79.274,105.591,77.759,77.455,76.389,84.847,119.671
1160101,50.337,68.161,44.255,38.143,43.258,57.512,43.419,37.151,38.842,40.468,40.577,43.634,43.101,45.076,40.215,46.634,42.279,98.767,97.452,41.349,48.635,42.672,66.062,39.94,41.755,53.924,46.255,43.016,29.405,94.304,24.642,110.445,46.125,45.597,44.075,40.512,39.839,58.335,43.336,37.631,47.438,41.009,59.605,38.636,38.541,53.17,41.597,42.386,43.099,40.635,42.337,40.888,39.04,49.649,51.686,44.4,52.174,49.229,58.639,62.806,40.531,64.415,62.891,74.467,77.352,43.909,63.547,57.493,43.744,50.538,57.183,32.824,44.819,61.316,75.473,18.031,42.016,66.342,96.372,18.967,66.882,87.215,64.425,20.66,35.902,56.94,49.772,45.059,38.843,18.622,75.444
1170101,94.416,95.948,118.62,83.543,89.399,88.003,89.048,81.275,80.377,82.679,82.789,89.587,78.446,89.245,84.47,77.125,81.336,129.258,83.172,83.459,92.083,83.845,112.3,84.195,85.925,104.846,80.525,78.361,84.542,81.069,97.249,158.247,76.616,118.885,78.838,80.345,84.093,111.67,88.965,91.814,81.231,83.119,101.449,79.808,79.774,96.919,81.995,85.665,82.807,82.334,80.118,81.59,81.553,80.14,100.895,82.251,87.672,79.72,105.369,94.456,78.685,107.259,114.936,104.958,114.455,74.922,98.516,87.984,75.357,94.111,111.164,87.96,64.774,113.798,129.454,108.651,93.034,96.833,82.387,87.739,108.91,75.642,113.606,88.753,81.778,108.095,80.263,79.958,78.893,87.351,122.174
1180101,108.86,110.391,133.064,97.987,103.842,102.447,103.492,95.719,94.821,97.123,97.232,97.787,92.89,103.688,98.914,91.569,96.432,143.702,97.616,97.902,106.527,98.289,126.743,98.638,100.369,119.29,94.969,92.805,98.985,95.512,111.693,172.691,100.223,133.329,93.281,94.788,98.537,126.113,103.409,106.258,95.674,97.562,115.893,94.252,94.218,111.363,96.438,100.108,97.251,96.777,94.562,96.034,95.996,103.747,115.338,96.695,102.116,94.163,119.813,108.899,93.129,121.703,129.379,119.402,128.899,89.366,112.959,102.428,93.589,108.555,125.608,102.404,79.218,128.242,143.898,123.094,107.477,111.276,96.831,102.183,123.354,90.086,126.58,103.197,96.221,122.538,98.494,94.402,97.124,101.795,136.618
1190101,38.832,35.861,65.837,57.094,51.618,44.063,51.268,57.006,56.484,55.7,55.523,51.807,53.098,45.175,52.82,57.195,52.363,36.549,79.983,55.032,42.683,53.192,27.509,53.624,53.027,37.594,52.188,53.771,63.372,68.181,81.559,39.954,56.686,66.102,53.848,58.919,53.522,41.796,51.185,51.655,49.834,54.692,43.066,59.062,58.887,37.014,52.705,52.193,51.938,45.041,58.693,54.484,56.429,60.21,45.134,52.883,47.497,51.695,34.128,31.796,58.167,28.379,34.952,48.344,13.538,59.754,34.345,44.512,55.83,37.734,58.381,64.914,66.922,52.445,76.671,70.888,52.875,32.882,70.249,72.049,28.058,61.092,28.811,79.229,58.915,41.444,52.238,58.533,65.945,71.661,25.843
1190202,36.198,25.634,63.203,54.461,41.111,33.556,40.76,54.373,53.851,44.382,52.89,41.3,42.591,42.541,50.187,46.688,41.856,30.855,50.228,52.399,40.049,42.685,24.875,50.99,50.393,34.961,41.681,43.264,60.738,38.426,78.926,44.626,46.178,63.468,43.341,44.719,50.889,39.162,40.677,49.022,39.326,52.059,40.433,56.429,56.253,34.381,42.198,49.559,41.431,44.1,46.614,43.977,53.796,49.703,42.5,42.375,37.27,41.188,31.494,29.162,55.534,25.745,32.318,38.613,10.905,49.246,31.712,34.005,45.323,35.101,55.748,62.281,56.415,49.812,74.038,68.255,50.241,23.379,40.494,69.416,25.425,51.36,26.177,76.596,56.282,38.81,41.731,46.426,55.437,69.027,23.21
1200101,102.028,103.559,126.232,91.155,90.578,95.615,96.66,88.887,87.989,90.291,90.4,90.955,86.058,96.856,92.082,84.737,88.948,51.184,41.586,91.07,99.695,91.457,119.911,91.806,93.537,112.458,88.137,85.973,92.153,43.839,104.861,165.859,84.227,126.497,86.449,87.956,91.705,119.281,96.577,99.426,88.842,90.73,109.061,87.42,87.386,104.531,89.606,93.276,90.419,89.945,87.73,89.202,89.164,87.752,108.506,89.863,95.284,87.331,112.981,102.067,86.297,114.871,122.547,56.727,122.067,82.534,106.127,95.596,82.969,101.723,118.776,95.572,72.386,121.41,137.066,116.262,100.645,104.444,45.317,95.351,116.522,45.256,119.748,96.365,89.389,115.706,87.874,87.57,86.505,94.963,129.786
1200201,69.687,56.864,101.173,73.891,64.479,56.924,64.128,71.623,70.725,67.75,67.859,64.668,65.959,71.579,74.818,58.224,65.224,32.698,23.1,67.493,67.766,66.053,71.587,74.543,76.273,70.555,65.282,65.59,79.211,25.353,97.709,116.608,59.212,101.438,65.061,70.693,74.441,77.132,64.046,82.324,62.928,73.467,78.402,70.156,70.122,67.665,65.566,75.886,64.799,67.468,70.466,67.345,71.901,57.465,78.095,65.744,62.942,64.789,69.464,60.138,69.034,68.161,74.734,38.241,72.816,65.27,64.987,57.373,67.627,69.381,93.717,80.229,72.439,87.781,112.007,97.135,83.544,55.245,26.831,88.199,68.198,26.771,71.552,95.379,72.288,76.78,65.332,70.306,71.463,87.81,81.469
1200203,83.612,70.79,130.693,95.616,78.405,70.849,78.054,93.349,92.451,94.753,94.862,78.593,90.52,101.318,96.544,89.199,94.062,46.624,37.026,95.532,104.157,95.919,85.513,96.268,97.999,84.481,92.599,90.435,96.615,39.279,109.323,130.534,88.689,130.959,90.911,92.418,96.167,91.057,77.971,103.888,76.854,95.192,92.328,91.882,91.848,81.59,94.068,97.738,94.881,94.407,92.192,93.664,93.626,65.193,92.021,94.325,76.868,91.793,83.389,74.064,90.759,82.087,88.66,52.167,86.742,86.996,78.913,71.298,87.431,83.307,123.238,100.034,76.848,101.707,141.528,120.724,105.107,69.17,40.757,99.813,82.123,40.696,85.477,100.827,93.851,90.705,92.336,92.032,90.966,99.424,95.394
1200204,104.248,72.548,128.451,93.374,92.798,72.608,98.879,91.106,90.208,92.511,92.62,93.175,88.278,99.076,94.301,86.957,91.167,48.382,38.784,93.29,101.915,93.677,87.271,94.026,95.757,114.677,90.357,88.193,94.373,41.037,107.081,132.292,86.447,128.716,88.669,90.176,93.925,92.816,98.796,101.646,91.062,92.95,111.28,89.64,89.606,106.75,91.826,95.496,92.639,92.165,89.949,91.422,91.384,62.951,110.726,92.083,97.503,89.551,85.148,104.287,88.517,83.845,90.418,53.925,88.5,84.754,80.671,73.057,85.189,103.942,120.996,97.792,74.605,123.63,139.286,118.482,102.865,70.929,42.515,97.571,83.882,42.455,87.236,98.585,91.609,117.926,90.094,89.79,88.724,97.182,97.153
1200401,105.701,74.505,129.905,94.828,94.251,99.288,100.333,92.56,91.662,93.964,94.073,94.628,89.731,100.529,95.755,62.983,92.621,50.339,40.741,94.744,103.368,95.13,89.228,95.48,97.21,116.131,91.81,89.646,95.827,42.994,108.534,134.249,87.901,130.17,90.122,91.63,95.378,94.772,100.25,103.099,92.516,94.404,112.734,91.093,91.059,108.204,93.279,96.949,94.092,93.619,91.403,92.875,92.837,62.223,112.179,93.536,98.957,91.004,116.654,105.741,89.97,85.802,92.375,55.882,90.457,86.207,82.628,99.269,86.642,105.396,122.449,99.245,76.059,125.083,140.739,119.935,104.318,72.885,44.472,99.024,85.838,44.411,89.192,100.038,93.062,119.38,91.547,91.243,90.178,98.636,99.109
1210101,65.04,66.571,89.244,54.167,53.59,58.627,59.672,51.899,51.001,53.303,53.412,53.967,49.07,59.868,55.094,47.749,51.96,60.861,53.462,54.083,62.707,54.469,82.923,54.819,56.549,75.47,51.149,48.985,55.166,51.358,67.873,128.871,47.24,89.509,49.461,50.969,54.717,82.294,59.589,62.438,51.855,53.743,72.073,50.432,50.398,67.543,52.618,56.288,53.431,52.958,50.742,52.214,52.176,50.764,71.518,52.875,58.296,50.343,75.993,65.08,49.309,77.883,85.559,75.582,85.079,45.546,69.14,58.608,45.981,64.735,81.788,58.584,35.398,84.422,100.078,79.274,63.657,67.456,52.677,58.363,79.534,45.932,82.761,59.377,52.401,78.719,50.886,50.582,49.517,57.975,92.798
1220101,61.782,63.29,75.065,48.468,53.583,55.345,53.745,47.476,49.167,50.793,50.903,53.96,47.09,57.241,45.362,44.467,52.605,96.601,82.083,50.536,60.079,52.998,76.741,45.087,48.247,65.095,47.867,47.005,32.411,92.137,27.527,121.617,43.958,75.33,47.482,50.837,44.986,68.761,53.662,46.82,49.875,51.118,65.29,48.961,48.867,58.197,51.922,47.413,53.424,44.406,48.762,51.214,49.365,47.482,60.875,50.895,55.014,47.062,69.81,61.798,42.33,71.7,73.318,72.3,81.797,43.566,65.858,55.326,44.001,61.983,67.609,35.829,33.224,71.743,85.899,56.52,50.535,64.175,94.205,29.787,73.351,85.048,73.747,27.343,46.227,66.129,47.605,48.602,39.164,29.442,86.615
1220201,60.185,61.693,73.468,46.871,51.986,53.749,54.793,45.88,47.571,49.196,49.306,52.363,45.493,55.644,43.766,42.871,44.453,95.004,93.688,48.939,58.483,44.846,75.144,43.49,46.65,63.498,46.271,45.409,30.814,90.54,28.516,120.02,42.361,73.733,45.885,49.24,43.389,67.165,52.065,45.223,48.278,49.522,63.693,47.365,47.27,56.6,50.325,45.816,51.827,49.364,47.165,49.617,47.768,45.885,59.278,49.298,53.418,45.465,68.213,60.201,40.734,70.104,71.721,70.704,80.2,41.97,64.261,53.729,42.405,60.386,66.013,34.233,31.627,70.146,84.303,54.923,48.938,62.578,92.608,28.191,71.754,83.451,72.15,25.746,44.63,64.532,46.008,47.006,37.567,27.846,85.019
1220301,51.353,52.884,79.639,40.479,39.903,44.939,45.984,38.211,37.313,39.615,39.725,40.279,35.382,46.181,41.406,34.061,38.272,86.194,84.879,40.395,49.019,40.781,69.236,41.131,42.861,61.782,37.461,35.297,36.985,81.731,35.383,115.183,33.552,79.904,35.774,37.281,41.029,73.335,45.901,48.75,38.167,40.055,58.385,36.744,36.71,53.855,38.931,42.601,39.744,39.27,37.054,38.526,38.489,37.076,57.831,39.187,44.608,36.656,62.305,51.392,35.622,64.195,71.872,61.894,71.391,31.858,55.452,44.92,32.293,51.047,72.183,40.403,21.516,76.316,90.473,61.094,49.97,53.769,83.799,35.057,65.846,74.641,69.073,32.612,38.714,65.031,37.199,36.894,35.829,34.712,79.11
1240101,90.855,92.386,115.059,79.982,79.405,84.442,85.487,77.714,76.816,79.118,79.227,86.026,74.885,85.683,80.909,73.564,77.775,125.697,79.611,79.898,88.522,80.284,108.738,80.634,82.364,101.285,76.964,74.8,80.98,77.507,93.688,154.686,73.055,115.324,75.276,76.783,80.532,108.109,85.404,88.253,77.67,79.558,97.888,76.247,76.213,93.358,78.433,82.103,79.246,78.773,76.557,78.029,77.991,76.579,97.333,78.69,84.111,76.158,101.808,90.894,75.124,103.698,111.374,101.397,110.894,71.361,94.954,84.423,71.796,90.55,107.603,84.399,61.213,110.237,125.893,105.089,89.472,93.271,78.826,84.178,105.349,72.081,108.575,85.192,78.216,104.534,76.701,76.397,75.332,83.79,118.613
1250201,67.175,46.108,94.18,85.437,62.765,55.209,62.414,85.349,84.828,66.036,66.145,62.953,64.245,73.518,81.164,85.538,63.51,21.848,41.222,83.376,71.026,64.339,55.852,81.967,81.37,65.937,80.531,82.114,91.715,29.419,109.902,42.448,85.029,94.445,82.192,66.373,81.865,70.139,62.331,79.998,78.177,83.036,71.409,87.406,87.23,65.357,63.852,80.536,63.084,65.754,87.036,65.631,84.772,88.553,73.477,64.029,57.743,80.038,62.471,60.139,86.511,56.722,63.295,36.527,41.882,88.097,62.689,55.658,84.173,66.077,86.724,93.258,76.888,80.788,105.014,99.231,81.218,49.11,31.487,100.392,56.401,41.822,57.154,107.572,87.259,69.787,80.581,86.876,94.288,100.004,54.186
1260101,98.275,99.806,122.478,87.401,86.825,91.862,92.906,85.133,84.235,86.538,86.647,87.202,82.305,93.103,88.329,80.984,85.195,133.117,87.031,87.317,95.942,87.704,116.158,88.053,89.784,108.705,84.384,82.22,88.4,84.927,101.108,162.105,80.474,122.744,82.696,84.203,87.952,115.528,92.824,95.673,85.089,86.977,105.308,83.667,83.633,100.778,85.853,89.523,86.666,86.192,83.977,85.449,85.411,83.998,104.753,86.11,91.531,83.578,109.227,98.314,82.544,111.118,118.794,108.817,118.313,78.781,102.374,91.842,79.216,97.969,115.023,91.819,68.633,117.657,133.313,112.509,96.892,100.691,86.246,91.598,112.769,79.501,115.995,92.612,85.636,111.953,84.121,83.817,82.751,91.209,126.033
1280101,76.69,73.719,103.695,94.952,89.476,81.921,89.125,94.864,94.342,93.558,93.381,89.665,90.956,83.033,90.678,95.053,90.221,61.805,117.841,92.89,80.541,91.05,65.367,91.482,90.885,75.452,90.046,91.629,101.23,69.376,119.417,27.142,94.543,103.96,91.706,96.777,91.38,79.654,89.043,89.513,87.691,92.55,80.924,96.92,96.745,74.872,90.563,90.051,89.796,92.465,96.55,92.342,94.287,98.068,82.992,90.741,85.355,89.553,71.986,69.654,96.025,66.237,72.81,86.202,51.396,97.612,72.203,82.37,93.688,75.592,96.239,102.772,104.78,90.303,114.529,108.746,90.733,70.74,71.444,109.907,65.916,98.95,66.668,117.087,96.773,79.302,90.096,96.391,103.802,109.518,51.475
1280201,80.494,77.524,107.499,98.757,93.281,85.725,92.93,98.669,98.147,97.363,97.186,93.469,94.761,86.837,94.483,98.858,94.026,65.609,84.983,96.695,84.345,94.854,69.171,95.286,94.689,79.257,93.85,95.433,105.034,73.18,123.222,25.556,98.348,107.764,95.511,100.582,95.185,83.458,92.847,93.318,91.496,96.355,84.728,100.725,100.549,78.676,94.368,93.855,93.6,96.27,100.355,96.147,98.092,101.872,86.796,94.545,89.16,93.357,75.79,73.458,99.83,70.041,76.614,90.007,55.201,101.416,76.008,86.174,97.493,79.397,100.044,106.577,108.585,94.107,118.333,112.551,94.537,74.544,75.248,113.712,69.721,102.754,70.473,120.892,100.578,83.106,93.9,100.195,107.607,113.323,49.888
1290101,48.112,49.643,72.315,37.238,36.662,41.699,42.744,34.971,34.073,36.375,36.484,37.039,32.142,42.94,38.166,30.821,35.032,82.954,49.766,37.154,45.779,37.541,65.995,37.89,39.621,58.542,34.221,32.057,38.237,47.663,50.945,111.943,30.311,72.581,32.533,34.04,37.789,65.365,42.661,45.51,34.926,36.814,55.145,33.504,33.47,50.615,35.69,39.36,36.503,36.029,33.814,35.286,35.248,33.835,54.59,35.947,41.368,33.415,59.065,48.151,32.381,60.955,68.631,58.654,68.151,28.618,52.211,41.68,29.053,47.807,64.86,41.656,18.47,67.494,83.15,62.346,46.729,50.528,48.982,41.435,62.606,42.236,65.832,42.449,35.473,61.79,33.958,33.654,32.588,41.046,75.87
1290301,42.779,44.31,66.983,31.905,31.329,36.366,37.411,29.638,28.74,31.042,31.151,31.706,26.809,37.607,32.833,25.488,29.699,77.621,51.497,31.821,40.446,32.208,60.662,32.557,34.288,53.209,28.888,26.724,32.904,73.157,45.612,106.61,24.978,67.248,27.2,28.707,32.456,60.032,37.328,37.74,29.593,31.481,49.812,28.171,28.137,45.282,30.357,34.027,31.17,30.696,28.481,29.953,29.915,28.503,49.257,30.614,36.035,28.082,53.732,42.818,27.048,55.622,63.298,53.321,62.818,23.285,46.878,36.347,23.72,42.474,59.527,36.323,13.137,62.161,77.817,57.013,41.396,45.195,75.225,36.102,57.273,66.068,60.499,37.116,30.14,56.457,28.625,28.321,27.255,35.714,70.537
1290401,44.511,46.042,68.714,33.637,33.061,38.098,39.142,31.369,30.471,32.774,32.883,33.438,28.541,39.339,34.565,27.22,31.431,79.353,49.37,33.553,42.178,33.94,62.394,34.289,36.02,54.941,30.62,28.456,34.636,74.889,47.344,108.341,26.71,68.98,28.932,30.439,34.188,61.764,39.06,39.472,31.325,33.213,51.544,29.903,29.869,47.014,32.089,35.759,32.902,32.428,30.213,31.685,31.647,30.234,50.989,32.346,37.767,29.814,55.463,44.55,28.78,57.354,65.03,55.053,64.549,25.017,48.61,38.078,25.452,44.205,61.259,38.055,14.869,63.893,79.549,58.745,43.128,46.927,76.957,37.834,59.005,41.84,62.231,38.848,31.872,58.189,30.357,30.053,28.987,37.445,72.269
1290701,46.761,48.293,70.965,35.888,35.311,40.348,41.393,33.62,32.722,35.024,35.134,35.688,30.791,41.59,36.815,29.47,33.681,81.603,49.865,35.804,44.428,36.19,64.644,36.54,38.27,57.191,32.87,30.706,36.887,77.139,49.594,110.592,28.961,71.23,31.183,32.69,36.438,64.015,41.31,44.159,33.576,35.464,53.794,32.153,32.119,49.264,34.34,38.01,35.152,34.679,32.463,33.935,33.898,32.485,53.24,34.596,40.017,32.065,57.714,46.801,31.03,59.604,67.281,57.303,66.8,27.267,50.861,40.329,27.702,46.456,63.509,40.305,17.119,66.143,81.799,60.996,45.379,49.177,79.207,40.084,61.255,42.335,64.482,41.098,34.123,60.44,32.608,32.303,31.238,39.696,74.519
